GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",99.898,99.750,98.543,98.082,97.434,97.979,98.644,96.687,95.969,95.244,96.653,97.659,97.090
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",87.731,86.702,88.550,89.193,88.961,90.288,89.212,88.476,89.029,87.606,85.608,87.068,87.308
 "20100","Dover, DE (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.141,97.059,98.015,99.499,97.457,96.526,98.441,98.434,100.009,95.290,94.399,95.051,94.890
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.054,91.868,91.253,91.281,93.520,92.571,93.638,86.667,91.872,91.173,90.110,91.518,90.849
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",91.662,93.389,91.385,89.908,91.671,89.967,90.067,88.640,89.330,87.704,91.521,89.687,88.591
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.373,95.420,96.936,97.443,96.425,96.850,97.226,97.215,97.112,96.722,95.574,94.101,93.834
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",102.089,99.250,99.126,98.726,97.425,100.534,99.200,99.871,97.917,100.800,98.359,99.134,99.901
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.894,93.847,93.964,93.526,94.066,93.582,94.129,92.311,92.860,90.903,93.018,93.682,92.139
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.728,95.164,94.329,93.446,92.288,93.074,92.194,92.967,92.681,94.749,93.740,94.812,93.419
 "21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.332,88.547,91.467,92.626,89.538,89.868,90.637,89.912,88.654,87.763,88.443,89.832,89.847
 "21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.105,94.865,94.444,93.150,93.602,93.336,92.963,93.259,92.104,91.000,92.978,92.981,91.575
 "21300","Elmira, NY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.458,96.272,95.423,96.146,94.835,96.937,97.044,95.930,96.564,97.226,94.881,95.368,95.742
 "21340","El Paso, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.542,92.764,94.657,96.022,95.693,95.127,94.624,94.554,95.380,95.274,92.285,92.029,93.212
 "21420","Enid, OK (Metropolitan Statistical Area) 1/", ,MARPP,1,"...","RPPs: All items","Index",(NA),(NA),(NA),(NA),(NA),90.805,90.518,91.674,92.566,92.036,89.114,88.127,89.163
 "21500","Erie, PA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.728,94.798,95.538,94.779,94.932,96.703,94.051,95.339,94.741,95.967,93.909,94.243,94.431
 "21660","Eugene-Springfield, OR (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.416,99.920,97.824,100.127,99.628,98.116,98.079,97.574,97.353,99.447,101.561,100.856,99.891
 "21780","Evansville, IN-KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.935,94.804,94.235,93.031,92.357,92.699,92.260,91.225,91.525,91.609,91.096,91.433,90.016
 "21820","Fairbanks, AK (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",106.453,104.453,102.991,104.191,100.120,100.968,102.525,104.554,102.039,105.166,106.206,103.815,103.815
 "22020","Fargo, ND-MN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.873,95.041,94.865,93.743,95.299,95.459,94.847,94.667,94.648,93.796,93.465,94.330,93.997
 "22140","Farmington, NM (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.896,92.584,92.302,91.901,93.526,91.213,94.956,95.512,94.322,96.664,91.921,91.774,90.190
 "22180","Fayetteville, NC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.020,90.379,92.936,93.656,93.319,93.357,93.616,92.579,92.252,91.675,91.915,90.166,89.796
 "22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.362,92.612,93.750,95.049,94.928,94.702,94.265,94.575,95.035,94.442,91.918,92.455,93.281
 "22380","Flagstaff, AZ (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",101.335,101.259,98.925,98.853,99.057,100.823,99.113,103.012,97.102,102.766,98.351,100.963,99.220
 "22420","Flint, MI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.668,94.413,93.965,92.982,92.639,93.686,93.589,91.106,90.664,89.209,91.495,91.382,89.746
 "22500","Florence, SC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",86.417,86.119,88.327,88.387,89.404,89.734,89.413,89.979,91.215,90.166,88.698,88.862,88.123
 "22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",84.780,85.810,88.982,87.057,88.536,84.564,87.881,88.282,86.994,87.596,83.968,82.715,82.417
 "22540","Fond du Lac, WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",84.053,85.834,89.730,88.288,90.798,92.020,91.339,90.121,88.316,88.087,92.642,93.112,91.552
 "22660","Fort Collins, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.525,101.114,100.919,102.836,103.815,102.092,101.703,101.175,100.682,103.130,100.347,101.960,100.144
 "22900","Fort Smith, AR-OK (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.271,88.583,89.255,89.797,90.223,90.041,91.222,88.348,89.887,88.879,87.233,88.711,89.284
